Community_ID,House_ID,%_farming_households,Energy_role,Biomass_category,Biomass_subtype,Conversion_tech,Biomass_energy_type,Biomass_qty_tpd,Calorific_value_MJkg,Moisture_content_%,Energy_generated_kWh,Total_demand_kWh,Conversion_efficiency_%,Conversion_losses_%,Storage_capacity_kWh,Current_storage_kWh,Distribution_losses_%,Residential_demand_kWh,Agri_industrial_demand_kWh,Peak_load_kWh,Avg_temp_C,Rainfall_mm,Humidity_%,Community_participation_%
Comm_1,House_20,64.6,Consumer,None,None,None,Pellets,0.0,0.0,0.0,0.0,251.08,0.0,0.0,0.0,0.0,6.53,73.09,98.3,102.87,11.6,99.64,81.5,54.63
Comm_2,House_19,55.42,Prosumer,Energy crops,Switchgrass,Gasification,Heat,2.65,19.04,38.13,182.27,251.08,67.1,11.71,36.4,47.48,7.3,106.08,40.55,78.15,21.7,5.9,52.4,51.91
Comm_5,House_39,50.2,Consumer,None,None,None,Pellets,0.0,0.0,0.0,0.0,188.76,0.0,0.0,0.0,0.0,4.3,73.45,63.22,37.63,23.1,99.64,56.2,75.56
Comm_7,House_9,78.6,Consumer,None,None,None,Bioethanol,0.0,0.0,0.0,0.0,251.08,0.0,0.0,0.0,0.0,5.41,226.11,63.22,9.83,26.3,137.0,70.2,70.51
Comm_6,House_14,54.61,Prosumer,Agriculture,Rice husk,Fermentation,Bioethanol,0.48,15.11,16.56,227.96,301.63,82.35,9.85,126.35,32.81,4.44,130.2,96.89,78.15,37.7,99.64,77.9,49.28
Comm_2,House_27,26.17,Prosumer,Wood,Firewood,Fermentation,Pellets,2.5,14.24,10.59,75.7,251.08,54.24,7.36,87.86,139.94,3.81,18.78,63.22,21.58,20.0,99.64,60.26,47.9
Comm_6,House_22,50.2,Producer,Food waste,Market waste,Digestion,Electricity,2.65,16.07,34.43,458.92,81.61,83.11,14.45,120.0,44.67,5.42,18.57,63.22,140.29,29.3,96.0,60.26,70.51
Comm_7,House_42,35.26,Prosumer,MSW,Organic fraction,Combustion,Electricity,1.78,10.0,15.6,146.3,253.36,75.27,7.2,196.55,0.8,4.02,247.59,38.26,78.15,13.2,99.64,77.8,73.3
Comm_10,House_31,71.0,Prosumer,Energy crops,Jatropha,Gasification,Syngas,2.65,17.31,12.36,106.1,303.04,77.1,8.01,152.5,73.53,5.7,246.61,24.29,6.61,38.1,180.0,46.3,70.51
Comm_7,House_49,29.86,Prosumer,Manure,Poultry litter,Fermentation,Biodiesel,3.29,17.07,22.71,119.75,262.09,52.9,13.58,149.7,73.53,7.8,130.2,16.5,20.91,24.8,98.2,31.9,89.97
Comm_8,House_27,50.2,Consumer,None,None,None,Pellets,0.0,0.0,0.0,0.0,251.08,0.0,0.0,0.0,0.0,9.66,467.06,172.92,69.9,12.6,62.8,78.6,48.65
Comm_1,House_24,53.03,Producer,Manure,Poultry litter,Combustion,Electricity,4.77,15.11,22.71,310.4,50.0,72.75,11.58,28.23,73.53,6.91,130.2,63.22,103.6,16.6,60.1,37.3,66.67
Comm_7,House_31,31.25,Prosumer,Manure,Poultry litter,Digestion,Bioethanol,3.89,16.71,37.31,216.2,251.08,88.9,6.26,105.16,117.1,5.41,258.63,19.6,75.4,20.5,81.2,66.7,90.3
Comm_8,House_20,23.05,Consumer,None,None,None,Biogas,0.0,0.0,0.0,0.0,119.97,0.0,0.0,0.0,0.0,3.06,130.2,7.33,29.9,28.8,99.64,47.9,70.51
Comm_7,House_20,59.2,Prosumer,MSW,Mixed organic,Pelletization,Bioethanol,1.77,19.64,14.31,128.07,251.08,50.28,8.01,130.89,8.22,4.9,46.81,20.08,75.22,34.8,132.1,48.6,78.28
Comm_9,House_46,74.6,Consumer,None,None,None,Biogas,0.0,0.0,0.0,0.0,466.13,0.0,0.0,0.0,0.0,1.8,25.15,225.27,54.26,17.3,54.7,71.2,99.89
Comm_5,House_30,27.79,Consumer,None,None,None,Electricity,0.0,0.0,0.0,0.0,266.65,0.0,0.0,0.0,0.0,3.1,94.1,51.79,47.09,31.2,13.9,83.1,45.65
Comm_1,House_17,27.8,Prosumer,Food waste,Kitchen scraps,Digestion,Biodiesel,3.9,19.32,11.68,215.97,282.0,72.94,1.6,105.16,73.53,7.58,23.1,140.08,118.82,38.3,99.64,60.26,79.11
Comm_2,House_17,37.8,Producer,Agriculture,Rice husk,Transesterification,Biodiesel,2.65,19.68,13.74,215.97,164.53,66.66,14.69,133.3,113.7,4.7,135.1,71.59,58.98,28.7,99.9,65.3,98.3
Comm_9,House_17,43.7,Prosumer,Agriculture,Sugarcane bagasse,Gasification,Biogas,4.72,17.4,5.6,51.99,217.99,72.75,8.43,104.6,94.38,4.31,162.01,24.2,23.31,36.6,45.4,43.1,83.62
Comm_4,House_49,50.2,Consumer,None,None,None,Pellets,0.0,0.0,0.0,0.0,491.03,0.0,0.0,0.0,0.0,2.42,175.46,77.69,56.58,21.0,99.64,60.26,98.17
Comm_6,House_19,42.56,Producer,Agriculture,Maize stalks,Gasification,Electricity,2.65,15.11,22.71,444.9,207.9,92.63,7.4,72.05,97.61,6.0,49.19,98.0,38.56,33.9,151.4,43.5,59.41
Comm_7,House_50,50.85,Consumer,None,None,None,Biodiesel,0.0,0.0,0.0,0.0,148.88,0.0,0.0,0.0,0.0,9.46,76.3,63.22,71.77,24.8,99.64,60.26,70.51
Comm_8,House_43,22.04,Prosumer,Wood,Sawdust,Gasification,Bioethanol,4.86,15.3,29.17,209.73,297.61,82.04,7.39,68.46,130.57,5.41,130.2,1.21,138.39,32.5,167.0,70.0,68.35
Comm_10,House_6,47.99,Prosumer,Manure,Poultry litter,Combustion,Electricity,2.25,15.11,36.71,215.97,251.08,56.1,13.02,159.74,82.03,3.4,91.5,2.0,78.15,24.8,37.8,72.8,72.19
Comm_3,House_32,50.2,Producer,Wood,Firewood,Digestion,Electricity,2.65,15.1,20.17,323.91,52.19,61.99,5.99,23.48,14.76,6.32,20.37,13.34,51.1,26.4,195.8,60.26,61.84
Comm_5,House_14,22.9,Producer,MSW,Mixed organic,Digestion,Pellets,2.65,15.11,8.01,337.45,112.2,72.75,5.4,103.1,34.95,5.82,90.48,41.5,87.5,15.1,61.2,43.5,94.22
Comm_10,House_42,50.2,Prosumer,Food waste,Kitchen scraps,Combustion,Syngas,0.41,17.19,33.4,85.96,236.88,54.38,1.85,121.1,126.53,4.9,33.27,32.19,130.9,20.8,155.9,60.26,48.75
Comm_8,House_13,35.93,Prosumer,Food waste,Market waste,Pelletization,Biodiesel,2.37,15.11,28.52,60.9,251.08,62.59,8.01,105.16,73.53,4.2,92.89,26.95,78.15,15.2,24.7,76.4,78.7
Comm_4,House_24,42.44,Consumer,None,None,None,Electricity,0.0,0.0,0.0,0.0,251.08,0.0,0.0,0.0,0.0,9.1,205.81,54.1,83.98,21.8,99.64,79.7,87.61
Comm_3,House_43,72.17,Consumer,None,None,None,Pellets,0.0,0.0,0.0,0.0,251.08,0.0,0.0,0.0,0.0,9.91,88.28,61.24,28.54,34.1,123.6,79.8,68.04
Comm_3,House_10,55.3,Prosumer,Food waste,Kitchen scraps,Transesterification,Biogas,1.7,13.3,8.2,86.51,284.04,72.36,6.53,198.48,104.66,7.34,150.2,63.22,83.7,24.2,99.64,60.26,40.8
Comm_1,House_23,58.01,Producer,MSW,Organic fraction,Pelletization,Heat,1.7,17.58,33.5,215.97,251.08,63.23,4.05,105.16,73.53,5.41,130.2,6.66,6.5,36.9,126.6,55.8,78.37
Comm_4,House_6,27.2,Producer,Manure,Poultry litter,Fermentation,Biogas,3.64,15.19,15.5,385.55,205.94,72.75,4.0,34.55,36.31,4.9,134.4,96.64,103.89,30.3,141.5,45.9,60.97
Comm_1,House_4,58.2,Consumer,None,None,None,Syngas,0.0,0.0,0.0,0.0,351.1,0.0,0.0,0.0,0.0,5.41,129.77,92.58,78.15,10.7,70.4,76.6,70.51
Comm_1,House_25,54.9,Consumer,None,None,None,Pellets,0.0,0.0,0.0,0.0,251.08,0.0,0.0,0.0,0.0,5.41,249.98,63.22,27.87,37.0,85.3,71.6,45.02
Comm_1,House_14,50.2,Prosumer,Agriculture,Maize stalks,Gasification,Biogas,3.35,15.11,34.13,89.05,257.71,77.4,3.5,112.32,73.53,3.09,247.2,23.84,93.8,32.3,103.3,59.0,96.0
Comm_7,House_31,26.45,Prosumer,Manure,Poultry litter,Combustion,Electricity,3.59,10.9,29.77,165.39,248.2,85.04,8.01,103.29,73.53,2.62,130.2,112.9,8.2,21.5,132.0,42.9,70.51
Comm_1,House_31,27.7,Prosumer,Manure,Cow dung,Digestion,Pellets,2.65,13.7,22.71,215.97,242.95,72.27,1.2,181.05,98.6,7.57,122.8,59.84,78.15,34.8,99.64,60.26,70.51
Comm_5,House_15,58.23,Consumer,None,None,None,Biodiesel,0.0,0.0,0.0,0.0,432.7,0.0,0.0,0.0,0.0,5.41,272.71,0.65,103.35,16.2,24.8,52.2,81.8
Comm_7,House_31,75.15,Producer,Manure,Cow dung,Digestion,Electricity,0.94,13.24,36.88,436.47,87.01,58.26,4.78,159.6,20.48,5.41,30.05,26.54,69.08,26.1,20.9,49.2,49.7
Comm_6,House_38,57.36,Consumer,None,None,None,Pellets,0.0,0.0,0.0,0.0,393.8,0.0,0.0,0.0,0.0,2.68,57.86,67.59,124.17,17.6,1.9,60.26,94.46
Comm_7,House_19,22.07,Producer,Energy crops,Miscanthus,Fermentation,Heat,0.9,14.56,22.71,215.97,199.63,93.48,10.4,51.3,73.53,4.66,157.77,22.91,114.06,23.7,187.1,39.3,74.53
Comm_10,House_18,20.87,Producer,Agriculture,Sugarcane bagasse,Digestion,Heat,2.65,15.11,31.44,215.97,51.1,50.2,8.01,142.7,20.4,3.99,45.02,3.21,78.15,35.9,132.5,64.4,70.51
Comm_1,House_22,37.79,Prosumer,Energy crops,Switchgrass,Digestion,Electricity,2.65,12.65,35.1,226.63,375.8,83.35,8.01,72.29,73.53,2.6,64.55,94.7,126.9,33.9,99.64,87.3,81.41
Comm_7,House_37,67.85,Prosumer,Energy crops,Jatropha,Pelletization,Biodiesel,2.95,19.21,22.71,138.1,251.08,63.09,11.77,172.6,20.94,1.6,15.7,63.22,66.6,29.8,86.3,56.9,89.03
Comm_9,House_15,63.42,Prosumer,Energy crops,Miscanthus,Pelletization,Pellets,1.11,15.11,20.0,159.62,276.95,72.75,4.44,105.16,73.53,8.18,52.44,102.88,13.2,30.3,188.2,82.4,83.42
Comm_3,House_47,38.1,Consumer,None,None,None,Biogas,0.0,0.0,0.0,0.0,469.52,0.0,0.0,0.0,0.0,9.25,139.87,151.5,78.15,16.5,67.5,36.4,57.06
Comm_5,House_20,50.2,Producer,Food waste,Kitchen scraps,Digestion,Bioethanol,2.65,17.3,39.96,484.72,71.87,59.23,7.72,105.16,30.53,5.41,130.2,34.44,117.13,37.5,167.3,43.9,53.29
Comm_10,House_42,50.2,Consumer,None,None,None,Heat,0.0,0.0,0.0,0.0,350.41,0.0,0.0,0.0,0.0,5.49,278.74,23.72,113.21,29.4,171.5,76.3,61.08
Comm_2,House_42,43.68,Producer,Wood,Sawdust,Fermentation,Bioethanol,4.86,18.68,36.99,215.97,229.64,51.79,8.01,105.16,73.53,3.13,130.2,88.73,32.1,10.9,97.4,85.9,84.8
Comm_8,House_39,25.73,Producer,Food waste,Kitchen scraps,Pelletization,Bioethanol,3.93,11.92,22.71,570.5,217.5,87.83,1.84,119.88,64.05,3.78,112.81,35.56,20.45,38.9,47.1,45.1,94.13
Comm_10,House_49,50.2,Producer,MSW,Organic fraction,Transesterification,Bioethanol,0.3,15.0,20.9,344.8,176.3,64.98,1.84,117.79,147.17,5.41,100.26,64.8,126.78,24.8,54.3,76.7,84.44
Comm_1,House_48,25.93,Prosumer,Wood,Firewood,Gasification,Electricity,4.84,16.52,29.11,193.66,261.25,86.7,2.08,171.19,49.4,9.4,40.8,80.23,127.29,15.2,85.3,43.2,70.51
Comm_9,House_11,75.82,Prosumer,MSW,Organic fraction,Digestion,Bioethanol,0.76,13.74,29.88,215.97,352.27,56.32,8.01,197.5,114.0,2.98,334.77,2.3,15.11,14.8,99.64,65.2,70.51
Comm_1,House_30,46.57,Producer,MSW,Organic fraction,Combustion,Heat,0.3,18.37,18.24,414.48,174.8,72.75,2.23,105.16,60.53,4.58,46.88,63.22,78.15,28.3,129.3,33.6,46.86
Comm_7,House_12,50.6,Prosumer,Energy crops,Switchgrass,Transesterification,Electricity,2.79,15.75,17.81,182.26,249.28,89.62,3.0,15.87,123.5,5.72,67.89,5.33,79.1,24.8,21.6,76.3,41.7
Comm_9,House_18,51.23,Consumer,None,None,None,Electricity,0.0,0.0,0.0,0.0,443.07,0.0,0.0,0.0,0.0,2.16,46.73,136.97,102.16,29.9,12.4,60.26,78.5
Comm_6,House_23,30.71,Prosumer,Manure,Cow dung,Transesterification,Biodiesel,1.4,17.93,30.6,117.12,270.83,78.9,4.85,135.83,144.6,5.41,63.05,63.22,32.61,26.9,51.0,84.2,70.5
Comm_9,House_5,50.2,Prosumer,Food waste,Kitchen scraps,Combustion,Syngas,4.2,15.74,19.58,236.93,359.79,72.75,6.59,24.61,104.4,6.99,188.1,0.96,32.3,24.8,58.8,55.8,79.87
Comm_4,House_32,62.5,Producer,Energy crops,Jatropha,Combustion,Electricity,4.87,15.11,30.7,366.2,207.12,51.85,1.07,105.16,24.06,6.5,85.41,63.22,135.26,11.2,62.6,64.1,42.38
Comm_6,House_10,60.4,Producer,Agriculture,Maize stalks,Fermentation,Syngas,2.64,15.11,7.09,215.97,185.7,93.19,1.8,189.91,92.86,2.87,69.6,49.06,104.49,33.9,151.6,87.9,84.02
Comm_10,House_12,41.33,Prosumer,Manure,Poultry litter,Gasification,Biogas,4.12,15.89,24.0,156.71,251.08,68.69,10.2,171.84,73.53,8.51,132.3,79.4,59.9,32.1,109.7,68.8,44.09
Comm_7,House_4,50.2,Consumer,None,None,None,Heat,0.0,0.0,0.0,0.0,338.59,0.0,0.0,0.0,0.0,5.41,212.32,13.33,66.27,29.4,22.0,79.5,89.41
Comm_1,House_39,46.23,Prosumer,MSW,Mixed organic,Transesterification,Biogas,3.11,15.43,21.71,215.97,183.2,78.6,8.01,90.31,130.04,5.41,30.07,63.22,73.7,27.3,147.5,66.6,70.51
Comm_7,House_36,26.3,Consumer,None,None,None,Biodiesel,0.0,0.0,0.0,0.0,270.73,0.0,0.0,0.0,0.0,4.15,119.47,76.29,64.98,34.6,42.1,35.3,67.01
Comm_5,House_14,50.2,Consumer,None,None,None,Heat,0.0,0.0,0.0,0.0,277.47,0.0,0.0,0.0,0.0,9.2,130.2,63.22,106.32,17.7,0.2,77.2,89.42
Comm_7,House_10,22.17,Consumer,None,None,None,Heat,0.0,0.0,0.0,0.0,263.9,0.0,0.0,0.0,0.0,3.44,18.92,98.0,78.15,24.8,105.7,46.9,97.49
Comm_3,House_8,52.12,Consumer,None,None,None,Pellets,0.0,0.0,0.0,0.0,251.08,0.0,0.0,0.0,0.0,8.3,70.0,3.4,54.64,14.0,151.9,46.2,70.51
Comm_3,House_17,70.24,Consumer,None,None,None,Biodiesel,0.0,0.0,0.0,0.0,470.75,0.0,0.0,0.0,0.0,9.03,130.2,111.83,68.81,34.2,37.8,86.9,60.59
Comm_4,House_6,28.43,Prosumer,Energy crops,Jatropha,Digestion,Electricity,2.65,19.1,39.5,97.1,210.24,83.61,13.84,88.22,45.92,2.19,140.82,52.28,76.93,24.9,173.6,60.26,95.22
Comm_6,House_6,39.6,Prosumer,Agriculture,Maize stalks,Digestion,Pellets,2.1,17.5,36.05,191.4,241.8,81.06,5.81,23.46,2.19,1.95,69.01,64.93,78.15,26.7,99.64,82.4,68.7
Comm_2,House_8,34.47,Prosumer,Wood,Wood pellets,Fermentation,Bioethanol,2.65,17.9,18.5,132.2,251.08,53.51,7.62,37.97,123.94,7.38,28.9,26.8,66.6,11.2,175.9,60.26,70.51
Comm_10,House_34,50.2,Producer,Agriculture,Sugarcane bagasse,Combustion,Pellets,4.5,15.46,9.99,215.97,82.17,91.85,2.7,25.4,48.04,5.22,38.5,28.08,78.15,34.8,99.64,81.9,73.1
Comm_8,House_4,67.5,Producer,Agriculture,Sugarcane bagasse,Gasification,Syngas,1.96,10.38,33.1,443.63,251.08,72.75,5.6,87.97,110.7,8.4,18.09,21.01,50.23,30.4,192.0,60.26,70.51
Comm_8,House_6,72.49,Producer,MSW,Organic fraction,Transesterification,Syngas,1.64,14.72,35.07,550.0,61.54,75.78,2.75,21.04,57.3,5.0,25.7,2.38,78.15,24.8,67.2,60.26,58.61
Comm_1,House_12,23.98,Producer,Wood,Sawdust,Transesterification,Electricity,2.4,14.8,9.1,215.97,151.07,63.74,12.4,11.7,49.02,6.22,130.2,63.22,41.95,19.6,153.5,67.2,87.37
Comm_4,House_2,45.34,Consumer,None,None,None,Biogas,0.0,0.0,0.0,0.0,251.08,0.0,0.0,0.0,0.0,5.4,111.81,33.7,39.51,15.7,99.64,60.26,57.3
Comm_1,House_35,50.2,Consumer,None,None,None,Biodiesel,0.0,0.0,0.0,0.0,106.7,0.0,0.0,0.0,0.0,5.41,80.0,44.85,5.33,37.7,109.8,60.26,70.51
Comm_5,House_10,50.2,Producer,MSW,Mixed organic,Fermentation,Heat,0.34,16.35,5.02,435.98,230.45,79.55,13.07,152.19,0.52,1.8,199.3,9.11,8.23,10.9,99.64,50.3,70.51
Comm_1,House_17,60.75,Consumer,None,None,None,Biodiesel,0.0,0.0,0.0,0.0,126.8,0.0,0.0,0.0,0.0,7.7,117.0,63.22,40.93,24.8,137.4,56.9,51.12
Comm_6,House_18,46.35,Producer,Food waste,Market waste,Transesterification,Pellets,3.02,18.95,22.71,405.8,251.08,78.22,3.64,105.16,135.66,5.41,38.26,9.35,78.15,39.4,99.64,60.26,74.15
Comm_4,House_9,50.2,Producer,MSW,Organic fraction,Combustion,Biogas,4.26,18.5,12.76,215.97,140.43,59.1,6.3,41.39,42.7,5.41,64.94,14.39,122.38,29.9,50.6,60.26,86.3
Comm_1,House_20,54.44,Consumer,None,None,None,Bioethanol,0.0,0.0,0.0,0.0,138.77,0.0,0.0,0.0,0.0,6.04,46.43,63.22,53.64,18.9,99.64,76.4,44.5
Comm_9,House_50,50.2,Producer,Food waste,Kitchen scraps,Fermentation,Biogas,2.6,16.5,14.79,570.98,251.08,72.75,10.37,161.0,73.53,9.62,49.9,63.22,139.8,23.4,99.64,48.4,42.21
Comm_6,House_44,65.9,Consumer,None,None,None,Pellets,0.0,0.0,0.0,0.0,251.08,0.0,0.0,0.0,0.0,1.77,191.14,45.03,45.55,17.5,22.5,36.7,67.36
Comm_10,House_14,31.4,Prosumer,MSW,Mixed organic,Digestion,Pellets,1.2,15.52,28.57,57.56,251.08,86.8,14.7,73.24,73.53,5.4,217.5,79.73,61.42,10.4,3.6,30.8,70.4
Comm_6,House_7,65.98,Consumer,None,None,None,Electricity,0.0,0.0,0.0,0.0,478.72,0.0,0.0,0.0,0.0,5.07,130.2,64.71,129.6,17.9,1.9,60.26,53.2
Comm_7,House_4,43.64,Producer,Food waste,Market waste,Pelletization,Pellets,4.4,15.87,14.62,397.55,251.08,70.62,10.71,86.26,51.89,4.98,80.0,20.8,12.96,25.4,169.0,85.0,95.01
Comm_2,House_49,57.44,Consumer,None,None,None,Pellets,0.0,0.0,0.0,0.0,173.8,0.0,0.0,0.0,0.0,9.23,130.2,42.57,43.03,32.8,72.9,78.4,54.7
Comm_1,House_36,23.4,Consumer,None,None,None,Biogas,0.0,0.0,0.0,0.0,492.09,0.0,0.0,0.0,0.0,5.41,272.09,175.4,78.15,13.6,69.7,82.4,65.02
Comm_4,House_31,73.9,Producer,Manure,Poultry litter,Digestion,Bioethanol,0.9,15.11,22.66,460.38,60.96,76.8,5.8,141.49,110.82,4.84,12.73,5.19,25.75,19.4,122.0,59.7,78.87
Comm_2,House_11,47.07,Producer,Wood,Sawdust,Transesterification,Bioethanol,3.2,13.86,15.96,215.97,98.9,81.47,8.09,179.59,73.53,2.29,41.9,38.82,101.83,35.0,103.4,60.26,74.42
Comm_5,House_31,58.7,Producer,Agriculture,Maize stalks,Transesterification,Bioethanol,2.65,19.63,38.76,215.97,247.3,74.8,10.59,186.43,113.57,9.63,22.86,95.1,20.79,29.6,29.5,60.26,88.09
Comm_7,House_40,21.11,Consumer,None,None,None,Bioethanol,0.0,0.0,0.0,0.0,457.41,0.0,0.0,0.0,0.0,9.8,130.2,54.4,77.61,24.8,109.9,63.8,67.84
Comm_4,House_3,50.2,Producer,Food waste,Market waste,Combustion,Pellets,3.53,11.6,18.3,215.97,251.08,76.24,10.9,105.16,73.53,8.26,47.21,63.22,56.62,24.8,33.1,74.2,42.81
Comm_10,House_8,73.2,Producer,Energy crops,Jatropha,Digestion,Syngas,2.65,10.64,9.08,568.3,135.42,72.75,10.2,187.39,36.3,2.43,130.2,67.25,138.7,17.7,143.7,69.6,73.39
Comm_10,House_27,46.48,Consumer,None,None,None,Bioethanol,0.0,0.0,0.0,0.0,262.67,0.0,0.0,0.0,0.0,5.41,163.46,121.58,31.3,24.8,99.64,60.26,91.2
Comm_9,House_43,29.24,Producer,MSW,Organic fraction,Digestion,Syngas,2.02,18.4,7.74,534.0,158.4,61.36,6.51,103.89,58.33,5.41,130.2,19.2,147.0,29.4,8.0,31.6,82.93
Comm_1,House_50,40.74,Prosumer,Manure,Poultry litter,Gasification,Pellets,4.41,11.1,17.92,89.0,188.0,72.75,8.01,88.94,122.1,8.92,97.2,83.61,78.15,19.7,82.7,60.26,86.2
Comm_6,House_38,70.08,Consumer,None,None,None,Electricity,0.0,0.0,0.0,0.0,485.9,0.0,0.0,0.0,0.0,5.41,318.49,24.6,55.42,23.1,99.64,51.3,81.3
Comm_4,House_43,25.74,Consumer,None,None,None,Electricity,0.0,0.0,0.0,0.0,192.1,0.0,0.0,0.0,0.0,2.9,57.96,88.14,133.16,24.8,101.4,67.6,94.75
Comm_6,House_10,50.2,Consumer,None,None,None,Biogas,0.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,5.41,187.08,63.22,93.25,27.4,99.64,30.9,61.48
Comm_3,House_4,60.31,Producer,Energy crops,Jatropha,Digestion,Electricity,0.8,18.7,22.71,555.92,142.38,72.75,6.98,66.28,23.26,7.3,92.82,64.3,17.97,24.6,38.2,60.26,88.74
Comm_9,House_48,48.22,Consumer,None,None,None,Heat,0.0,0.0,0.0,0.0,315.6,0.0,0.0,0.0,0.0,9.01,33.15,63.22,19.82,24.8,161.2,50.3,52.5
Comm_9,House_38,50.2,Producer,Energy crops,Switchgrass,Fermentation,Syngas,2.65,10.82,8.74,215.97,91.36,72.75,11.78,15.48,73.53,5.41,85.2,63.22,131.75,24.8,99.64,73.5,62.84
Comm_8,House_9,64.6,Consumer,None,None,None,Biogas,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,6.17,12.66,15.77,65.6,21.8,99.64,69.6,72.98
Comm_5,House_18,51.8,Prosumer,Wood,Firewood,Pelletization,Biodiesel,3.99,16.7,6.7,114.48,268.35,74.46,14.8,66.44,73.53,9.0,130.2,103.84,68.73,31.2,184.6,82.3,88.9
Comm_4,House_4,50.2,Prosumer,Food waste,Kitchen scraps,Pelletization,Syngas,2.88,16.19,28.19,134.64,199.76,51.1,8.01,18.3,53.45,5.41,130.2,67.94,22.7,26.6,167.4,51.8,68.25
Comm_9,House_13,50.2,Producer,Energy crops,Miscanthus,Combustion,Biogas,0.41,14.5,5.8,554.84,192.21,63.1,7.95,105.16,128.64,5.41,29.52,85.9,107.92,13.1,197.9,73.7,70.51
Comm_6,House_12,50.2,Consumer,None,None,None,Electricity,0.0,0.0,0.0,0.0,459.5,0.0,0.0,0.0,0.0,2.99,194.03,216.83,78.15,24.8,99.64,60.26,70.51
Comm_1,House_30,56.72,Producer,Wood,Firewood,Pelletization,Bioethanol,4.05,15.11,22.71,215.97,177.97,81.0,4.72,94.25,73.53,2.73,130.2,71.6,78.15,11.8,99.64,77.4,41.32
Comm_3,House_31,66.69,Producer,Energy crops,Jatropha,Transesterification,Bioethanol,3.8,14.99,36.8,423.5,143.93,69.4,13.6,148.16,82.8,4.4,50.8,63.22,119.08,11.2,156.0,49.1,96.05
Comm_4,House_25,22.16,Consumer,None,None,None,Electricity,0.0,0.0,0.0,0.0,188.91,0.0,0.0,0.0,0.0,7.81,152.17,37.1,5.2,23.9,96.5,62.5,67.5
Comm_3,House_21,53.49,Consumer,None,None,None,Biogas,0.0,0.0,0.0,0.0,251.08,0.0,0.0,0.0,0.0,1.9,238.26,12.92,78.15,28.4,187.3,44.0,70.51
Comm_4,House_17,76.4,Prosumer,Wood,Sawdust,Transesterification,Pellets,4.12,13.8,29.72,172.63,363.1,91.02,8.01,13.07,104.59,5.41,130.2,162.8,84.86,39.7,52.3,68.3,62.15
Comm_4,House_33,76.48,Prosumer,Energy crops,Miscanthus,Transesterification,Electricity,0.2,12.43,31.55,215.97,360.35,85.96,7.97,105.16,73.53,3.8,321.4,63.22,37.87,24.4,188.9,56.5,57.65
Comm_8,House_35,45.36,Consumer,None,None,None,Syngas,0.0,0.0,0.0,0.0,169.78,0.0,0.0,0.0,0.0,9.55,130.2,63.22,78.15,12.7,99.5,56.8,69.27
Comm_8,House_6,72.84,Consumer,None,None,None,Bioethanol,0.0,0.0,0.0,0.0,484.65,0.0,0.0,0.0,0.0,2.81,200.33,63.22,72.48,21.9,1.0,75.3,76.63
Comm_5,House_19,43.8,Prosumer,Wood,Firewood,Pelletization,Syngas,4.38,12.1,15.6,69.92,251.08,72.75,7.9,169.57,73.53,7.7,70.5,21.63,33.8,22.9,11.0,53.3,70.51
Comm_2,House_47,70.6,Consumer,None,None,None,Biodiesel,0.0,0.0,0.0,0.0,351.6,0.0,0.0,0.0,0.0,8.32,188.88,174.33,78.15,24.8,97.7,63.7,70.51
Comm_6,House_50,50.2,Producer,Manure,Poultry litter,Fermentation,Biodiesel,1.9,18.4,24.2,440.44,120.7,74.57,8.01,87.49,111.58,9.5,130.2,63.22,127.19,24.8,55.6,66.5,70.51
Comm_9,House_44,63.3,Producer,Agriculture,Wheat straw,Gasification,Biodiesel,3.26,11.3,23.7,385.5,71.14,69.9,1.53,118.9,73.53,5.59,34.12,0.02,18.57,24.8,99.64,45.2,45.28
Comm_4,House_28,79.91,Prosumer,Wood,Wood pellets,Transesterification,Electricity,2.65,19.1,22.71,215.97,199.8,94.64,8.01,79.78,112.27,9.08,130.2,49.24,116.89,22.4,88.1,30.1,70.51
Comm_9,House_12,73.25,Consumer,None,None,None,Biogas,0.0,0.0,0.0,0.0,180.72,0.0,0.0,0.0,0.0,8.22,130.2,42.78,29.0,22.9,178.9,71.1,86.37
Comm_7,House_30,50.2,Prosumer,Energy crops,Jatropha,Fermentation,Heat,4.4,12.8,37.45,188.34,251.08,91.45,8.01,29.69,23.16,2.24,49.5,122.67,77.29,33.6,72.1,60.26,98.92
Comm_6,House_28,50.2,Consumer,None,None,None,Heat,0.0,0.0,0.0,0.0,325.0,0.0,0.0,0.0,0.0,5.41,41.98,53.49,103.46,35.5,52.5,83.0,78.2
Comm_6,House_38,42.3,Consumer,None,None,None,Pellets,0.0,0.0,0.0,0.0,221.35,0.0,0.0,0.0,0.0,5.68,178.32,7.7,31.38,27.6,139.9,37.1,70.51
Comm_4,House_36,75.7,Producer,Agriculture,Maize stalks,Fermentation,Pellets,2.65,15.11,22.71,567.5,244.12,83.53,4.6,105.16,73.53,5.41,133.12,18.37,37.0,30.2,99.64,60.26,91.7
Comm_4,House_44,46.2,Producer,Manure,Poultry litter,Gasification,Biogas,3.7,13.9,16.21,517.4,169.85,80.02,3.37,39.58,54.79,5.41,21.3,48.0,78.15,26.5,108.1,60.26,66.2
